scientific.name,scientific.name.new,english.name,english.name.new,deutscher.name,DDA_Kuerzel,western_palearctic,middle_europe,baden_wuerttemberg,bavarian_forest,voslappergroden,neerie,neerie_live,ICE_Werk_live,Ziegenmelker_Zwergohreule_Wallis,eastern_palearctic,Südostasien,Autor,Brutverbreitung,birdnet.names,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
Colibri delphinae,NA,Brown Violetear,NA,Braun-Veilchenohrkolibri,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lesson, R, 1839)","MA, SA: Guatemala bis n und w SA, e Brasilien (Bahia)",Colibri delphinae_Brown Violetear,Brown Violetear,brvear1,species,4259,BRVI,"BRVE,BVEA",CODE,Caprimulgiformes,trochi1,Hummingbirds,Trochilidae,NA,NA,NA
Macroagelaius subalaris,NA,Mountain Grackle,NA,Braunachselstärling,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boissonneau, 1840)",NA,Macroagelaius subalaris_Mountain Grackle,Mountain Grackle,mougra1,species,32806,NA,"MOGR,CMGR",MASU,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Vireo bellii,NA,Bell's Vireo,NA,Braunaugenvireo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Audubon, 1844","NA, MA: sz, sw USA bis Nicaragua",Vireo bellii_Bell's Vireo,Bell's Vireo,belvir,species,18466,BEVI,NA,VIBE,Passeriformes,vireon1,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,NA,NA,NA
Xenops minutus,NA,Plain Xenops,NA,Braunbauch-Baumspäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sparrman, 1788)","MA, SA: s Mexiko über Amazonien, se SA",Xenops minutus_Plain Xenops,Plain Xenops,plaxen1,species,14340,PLXE,PTXE,XEMI,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Illadopsis fulvescens,NA,Brown Illadopsis,NA,Braunbauch-Laubdrossling,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Cassin, 1859)","AF: w, z",Illadopsis fulvescens_Brown Illadopsis,Brown Illadopsis,broill1,species,25381,NA,BRIL,ILFU,Passeriformes,pellor2,Ground Babblers and Allies,Pellorneidae,NA,NA,NA
Crateroscelis robusta,NA,Mountain Mouse-Warbler,NA,Braunbauchhuscher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Crateroscelis robusta_Mountain Mouse-Warbler,Mountain Mouse-Warbler,momwar1,species,17564,NA,"MOMW,MMWA",CRRO,Passeriformes,acanth2,Thornbills and Allies,Acanthizidae,NA,NA,NA
Euphonia pectoralis,NA,Chestnut-bellied Euphonia,NA,Braunbauchorganist,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Latham, 1801)","SA: e Paraguay, z und se Brasilien und ne Argentinien",Euphonia pectoralis_Chestnut-bellied Euphonia,Chestnut-bellied Euphonia,chbeup1,species,31017,NA,CBEU,EUPE,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Sporophila angolensis,Oryzoborus angolensis,Chestnut-bellied Seed-Finch,NA,Braunbauchspelzer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Sporophila angolensis_Chestnut-bellied Seed-Finch,Chestnut-bellied Seed-Finch,cbsfin,species,34397,NA,CBSF,SPAN,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Merulaxis ater,NA,Slaty Bristlefront,NA,Braunbauchtapaculo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lesson, R, 1831",SA: se Brasilien,Merulaxis ater_Slaty Bristlefront,Slaty Bristlefront,slabri1,species,13773,NA,SLBR,MEAT,Passeriformes,rhinoc1,Tapaculos,Rhinocryptidae,NA,NA,NA
Hemitriccus obsoletus,NA,Brown-breasted Pygmy-Tyrant,NA,Braunbrust-Todityrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Miranda-Ribeiro, 1905)",NA,Hemitriccus obsoletus_Brown-breasted Pygmy-Tyrant,Brown-breasted Pygmy-Tyrant,bnbpyt1,species,15681,NA,"BBBT,BBPT",HEOB,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Progne tapera,NA,Brown-chested Martin,NA,Braunbrustschwalbe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1766)","SA: weit verbreitet, auch Panama",Progne tapera_Brown-chested Martin,Brown-chested Martin,brcmar1,species,23207,BCMA,NA,PRTA,Passeriformes,hirund2,Swallows,Hirundinidae,NA,NA,NA
Thamnophilus murinus,NA,Mouse-colored Antshrike,NA,Braunflügel-Ameisenwürger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sclater, PL & Salvin, 1868","SA: n, w Amazonien",Thamnophilus murinus_Mouse-colored Antshrike,Mouse-colored Antshrike,mocant1,species,12952,NA,MCAN,THMU,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Colius striatus,NA,Speckled Mousebird,NA,Braunflügel-Mausvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Colius striatus_Speckled Mousebird,Speckled Mousebird,spemou2,species,8964,NA,SPMO,COST,Coliiformes,coliid1,Mousebirds,Coliidae,NA,NA,NA
Ortalis vetula,NA,Plain Chachalaca,NA,Braunflügelguan,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Wagler, 1830)","NA, MA: s Texas bis nw Costa Rica",Ortalis vetula_Plain Chachalaca,Plain Chachalaca,placha,species,769,PLCH,NA,ORVE,Galliformes,cracid2,"Guans, Chachalacas, and Curassows",Cracidae,NA,NA,NA
Asemospiza obscura,Tiaris obscurus,Dull-colored Grassquit,NA,Braungimpeltangare,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,SA: Venezuela bis Argentinien,Asemospiza obscura_Dull-colored Grassquit,Dull-colored Grassquit,ducgra2,species,34580,NA,DCGR,ASOB,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Psilorhinus morio,NA,Brown Jay,NA,Braunhäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Wagler, 1829)","MA: weit verbreitet, auch s Texas",Psilorhinus morio_Brown Jay,Brown Jay,brnjay,species,20425,BRJA,NA,PSMO,Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,NA,NA,NA
Antrostomus ridgwayi,NA,Buff-collared Nightjar,NA,Braunhals-Nachtschwalbe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Nelson, 1897",MA: nw Mexiko bis Nicaragua,Antrostomus ridgwayi_Buff-collared Nightjar,Buff-collared Nightjar,bucnig,species,3561,BCNI,NA,ANRI,Caprimulgiformes,caprim2,Nightjars and Allies,Caprimulgidae,NA,NA,NA
Recurvirostra americana,NA,American Avocet,NA,Braunhals-Säbelschnäbler,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Gmelin, JF, 1789","NA: sz Kanada bis w und sz USA, z Mexiko",Recurvirostra americana_American Avocet,American Avocet,ameavo,species,5636,AMAV,NA,REAM,Charadriiformes,recurv1,Stilts and Avocets,Recurvirostridae,NA,NA,NA
Pseudoseisura lophotes,NA,Brown Cacholote,NA,Braunhaubenläufer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Reichenbach, 1853)","SA: sz, se",Pseudoseisura lophotes_Brown Cacholote,Brown Cacholote,brncac1,species,14905,NA,BRCA,PSLO,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Lichmera indistincta,NA,Brown Honeyeater,NA,Braunhonigfresser,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vigors & Horsfield, 1827)","AU: Neuguinea, Australien",Lichmera indistincta_Brown Honeyeater,Brown Honeyeater,brohon1,species,17388,NA,"BRHO,BH",LIIN,Passeriformes,meliph3,Honeyeaters,Meliphagidae,NA,NA,NA
Synallaxis gujanensis,NA,Plain-crowned Spinetail,NA,Braunkappen-Dickichtschlüpfer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",SA: Amazonien,Synallaxis gujanensis_Plain-crowned Spinetail,Plain-crowned Spinetail,plcspi1,species,14928,NA,PCSP,SYGU,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Ornithion brunneicapillus,NA,Brown-capped Tyrannulet,NA,Braunkappen-Kleintyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lawrence, 1862)","MA, SA: Costa Rica bis nw Venezuela und nw Ecuador",Ornithion brunneicapillus_Brown-capped Tyrannulet,Brown-capped Tyrannulet,brctyr,species,15887,BCTY,NA,ORBR,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Leptopogon amaurocephalus,NA,Sepia-capped Flycatcher,NA,Braunkappen-Laubtyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cabanis, 1846","MA, SA: weit verbreitet",Leptopogon amaurocephalus_Sepia-capped Flycatcher,Sepia-capped Flycatcher,secfly1,species,15578,SECF,SCFL,LEAM,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Myioborus brunniceps,NA,Brown-capped Redstart,NA,Braunkappen-Waldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(d'Orbigny & Lafresnaye, 1837)",NA,Myioborus brunniceps_Brown-capped Redstart,Brown-capped Redstart,brcred1,species,33244,NA,"BCWH,BCRE",MYBR,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Vireo leucophrys,NA,Brown-capped Vireo,NA,Braunkappenvireo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lafresnaye, 1844)","MA, SA: Mexiko bis n Bolivien",Vireo leucophrys_Brown-capped Vireo,Brown-capped Vireo,brcvir1,species,18521,BCAV,BCVI,VILE,Passeriformes,vireon1,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,NA,NA,NA
Acanthagenys rufogularis,NA,Spiny-cheeked Honeyeater,NA,Braunkehl-Honigfresser,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Gould, 1838",AU: Australien,Acanthagenys rufogularis_Spiny-cheeked Honeyeater,Spiny-cheeked Honeyeater,spchon1,species,17165,NA,SCHO,ACRU,Passeriformes,meliph3,Honeyeaters,Meliphagidae,NA,NA,NA
Sclerurus obscurior,NA,Dusky Leaftosser,NA,Braunkehl-Laubwender,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hartert, 1901","MA, SA: e Panama bis e Brasilien",Sclerurus obscurior_Dusky Leaftosser,South American Leaftosser,soalea1,species,13910,NA,"SALE,DULE",SCOB,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Anthreptes malacensis,NA,Brown-throated Sunbird,NA,Braunkehl-Nektarvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Scopoli, 1786)","OR: Myanmar bis Java, auch Kleine Sundainseln und",Anthreptes malacensis_Brown-throated Sunbird,Brown-throated Sunbird,pltsun2,species,29143,NA,BTSU,ANMA,Passeriformes,nectar1,Sunbirds and Spiderhunters,Nectariniidae,NA,NA,NA
Setophaga castanea,NA,Bay-breasted Warbler,NA,Braunkehl-Waldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Wilson, A, 1810)","NA: s und se Kanada, ne USA",Setophaga castanea_Bay-breasted Warbler,Bay-breasted Warbler,babwar,species,32973,BBWA,NA,SECA,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Saxicola rubetra,NA,Whinchat,NA,Braunkehlchen,Bk,1,1,1,1,2,2,,,2,1,NA,"(Linnaeus, 1758)",PAL: Europa bis z Russland und nw Mongolei,Saxicola rubetra_Whinchat,Whinchat,whinch1,species,28670,NA,WHIN,SARU,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Brotogeris chrysoptera,NA,Golden-winged Parakeet,NA,Braunkinnsittich,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1766)","SA: n, z Amazonien",Brotogeris chrysoptera_Golden-winged Parakeet,Golden-winged Parakeet,gowpar2,species,12282,NA,GWPA,BRCH,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Psilopogon zeylanicus,NA,Brown-headed Barbet,NA,Braunkopf-Bartvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Gmelin, JF, 1788)","OR: Indien, Sri Lanka",Psilopogon zeylanicus_Brown-headed Barbet,Brown-headed Barbet,brhbar1,species,10273,NA,"BHB,BHBA",PSZE,Piciformes,megala2,Asian Barbets,Megalaimidae,NA,NA,NA
Arremon brunneinucha,NA,Chestnut-capped Brushfinch,NA,Braunkopf-Buschammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lafresnaye, 1839)","MA, SA: Mexiko bis Ecuador",Arremon brunneinucha_Chestnut-capped Brushfinch,Chestnut-capped Brushfinch,ccbfin,species,31994,CCBR,CCBF,ARBR,Passeriformes,passer3,New World Sparrows,Passerellidae,NA,NA,NA
Molothrus ater,NA,Brown-headed Cowbird,NA,Braunkopf-Kuhstärling,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)","NA, MA: s Kanada bis s Mexiko",Molothrus ater_Brown-headed Cowbird,Brown-headed Cowbird,bnhcow,species,32732,BHCO,NA,MOAT,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Sinosuthora webbiana,NA,Vinous-throated Parrotbill,NA,Braunkopf-Papageimeise,,NA,NA,NA,NA,NA,NA,,,NA,1,1,"(Gould, 1852)","PAL: e, auch Taiwan, s China, nw Vietnam",Sinosuthora webbiana_Vinous-throated Parrotbill,Vinous-throated Parrotbill,vitpar1,species,24617,NA,VTPA,SIWE,Passeriformes,sylvii1,"Sylviid Warblers, Parrotbills, and Allies",Sylviidae,NA,NA,NA
Sitta pusilla,NA,Brown-headed Nuthatch,NA,Braunkopfkleiber,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Latham, 1790","NA: se USA, Bahamas",Sitta pusilla_Brown-headed Nuthatch,Brown-headed Nuthatch,bnhnut,species,26045,BHNU,NA,SIPU,Passeriformes,sittid1,Nuthatches,Sittidae,NA,NA,NA
Chrysomus ruficapillus,NA,Chestnut-capped Blackbird,NA,Braunkopfstärling,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1819)","SA: ne, sz",Chrysomus ruficapillus_Chestnut-capped Blackbird,Chestnut-capped Blackbird,chcbla2,species,32833,NA,CCBL,CHRU,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Halcyon smyrnensis,NA,White-throated Kingfisher,NA,Braunliest,,1,NA,NA,NA,NA,NA,,,NA,1,NA,"(Linnaeus, 1758)","OR: weit verbreitet, auch Naher Osten",Halcyon smyrnensis_White-throated Kingfisher,White-throated Kingfisher,whtkin2,species,9558,NA,"WBKI,WTKI,SMKI,WTK",HASM,Coraciiformes,alcedi1,Kingfishers,Alcedinidae,NA,NA,NA
Haematopus palliatus,NA,American Oystercatcher,NA,Braunmantel-Austernfischer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Temminck, 1820","NA, MA, SA: an Küsten weit verbreitet",Haematopus palliatus_American Oystercatcher,American Oystercatcher,ameoys,species,5653,AMOY,NA,HAPA,Charadriiformes,haemat1,Oystercatchers,Haematopodidae,NA,NA,NA
Carpornis cucullata,NA,Hooded Berryeater,NA,Braunmantel-Beerenfresser,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Swainson, 1821)",SA: se Brasilien,Carpornis cucullata_Hooded Berryeater,Hooded Berryeater,hoober2,species,15195,NA,HOBE,CACU,Passeriformes,coting1,Cotingas,Cotingidae,NA,NA,NA
Hemixos castanonotus,NA,Chestnut Bulbul,NA,Braunmantelbülbül,,NA,NA,NA,NA,NA,NA,,,NA,1,1,"Swinhoe, 1870","OR: s China, n Vietnam",Hemixos castanonotus_Chestnut Bulbul,Chestnut Bulbul,chebul1,species,23915,NA,CHBU,HECA,Passeriformes,pycnon4,Bulbuls,Pycnonotidae,NA,NA,NA
Pteroglossus castanotis,NA,Chestnut-eared Aracari,NA,Braunohrarassari,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Gould, 1834",SA: w Amazonien bis se Brasilien,Pteroglossus castanotis_Chestnut-eared Aracari,Chestnut-eared Aracari,cheara1,species,10419,NA,CEAR,PTCA,Piciformes,rampha1,Toucans,Ramphastidae,NA,NA,NA
Pyrrhura frontalis,NA,Maroon-bellied Parakeet,NA,Braunohrsittich,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1818)",SA: se,Pyrrhura frontalis_Maroon-bellied Parakeet,Maroon-bellied Parakeet,mabpar,species,12447,NA,MBPA,PYFR,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Cranioleuca obsoleta,NA,Olive Spinetail,NA,Braunoliv-Baumschlüpfer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Reichenbach, 1853)","SA: s Brasilien, e Paraguay und ne Argentinien",Cranioleuca obsoleta_Olive Spinetail,Olive Spinetail,olispi1,species,14863,NA,OLSP,CROB,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Formicivora grisea,NA,White-fringed Antwren,NA,Braunrücken-Ameisenfänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)",NA,Formicivora grisea_White-fringed Antwren,White-fringed Antwren,whfant1,species,13232,WFRA,"WFAN,NWFA,SWFA",FOGR,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Poliocrania exsul,NA,Chestnut-backed Antbird,NA,Braunrücken-Ameisenvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL, 1859)","MA, SA: Nicaragua bis w Ecuador",Poliocrania exsul_Chestnut-backed Antbird,Chestnut-backed Antbird,chbant1,species,13414,CBAN,CBTA,POEX,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Melozone fusca,NA,Canyon Towhee,NA,Braunrücken-Grundammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Swainson, 1827)","NA, MA: sw USA, Mexiko",Melozone fusca_Canyon Towhee,Canyon Towhee,cantow,species,32240,CANT,CATO,MEFU,Passeriformes,passer3,New World Sparrows,Passerellidae,NA,NA,NA
Crateroscelis murina,NA,Rusty Mouse-Warbler,NA,Braunrückenhuscher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Crateroscelis murina_Rusty Mouse-Warbler,Rusty Mouse-Warbler,rumwar1,species,17555,NA,"RUMW,RMWA",CRMU,Passeriformes,acanth2,Thornbills and Allies,Acanthizidae,NA,NA,NA
Myadestes occidentalis,NA,Brown-backed Solitaire,NA,Braunrückenklarino,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Stejneger, 1882",MA: nw Mexiko bis Honduras,Myadestes occidentalis_Brown-backed Solitaire,Brown-backed Solitaire,brbsol1,species,27224,BBSO,NA,MYOC,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Cossypha semirufa,NA,Rüppell's Robin-Chat,NA,Braunrückenrötel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Rüppell, 1837)",AF: e,Cossypha semirufa_Rüppell's Robin-Chat,Rüppell's Robin-Chat,rurcha1,species,28243,NA,"RURC,RRCH,RÜRC",COSE,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Myrmophylax atrothorax,NA,Black-throated Antbird,NA,Braunscheitel-Ameisenvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)",SA: Amazonien,Myrmophylax atrothorax_Black-throated Antbird,Black-throated Antbird,bltant2,species,13456,NA,BTAN,MYAT,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Elaenia cristata,NA,Plain-crested Elaenia,NA,Braunscheitel-Olivtyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pelzeln, 1868",SA: ne. e,Elaenia cristata_Plain-crested Elaenia,Plain-crested Elaenia,plcela1,species,16018,NA,PCEL,ELCR,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Momotus mexicanus,NA,Russet-crowned Motmot,NA,Braunscheitelmotmot,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Swainson, 1827",MA: nw Mexiko bis sw Guatemala,Momotus mexicanus_Russet-crowned Motmot,Russet-crowned Motmot,rucmot1,species,9331,RCMO,NA,MOME,Coraciiformes,momoti1,Motmots,Momotidae,NA,NA,NA
Muscicapa dauurica,NA,Asian Brown Flycatcher,NA,Braunschnäpper,,2,3,NA,NA,NA,NA,,,NA,1,1,"Pallas, 1811","PAL, OR: z, e Asien bis Indien & Südostasien",Muscicapa dauurica_Asian Brown Flycatcher,Asian Brown Flycatcher,asbfly,species,27816,ABFL,ABF,MUDA,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Myiarchus tyrannulus,NA,Brown-crested Flycatcher,NA,Braunschopftyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Müller, PLS, 1776)","NA, MA, SA: sw USA bis n Argentinien",Myiarchus tyrannulus_Brown-crested Flycatcher,Brown-crested Flycatcher,bncfly,species,16666,BCFL,NA,MYTY,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Alcippe brunneicauda,NA,Brown Fulvetta,NA,Braunschwanz-Zweigdrossling,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Salvadori, 1879)","OR: Malaysia, Sumatra, Borneo",Alcippe brunneicauda_Brown Fulvetta,Brown Fulvetta,broful1,species,25495,NA,BRFU,ALBR,Passeriformes,leioth1,Laughingthrushes and Allies,Leiothrichidae,NA,NA,NA
Amazilia tzacatl,NA,Rufous-tailed Hummingbird,NA,Braunschwanzamazilie,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(de la Llave, 1833)","MA, SA: z Mexiko bis Venezuela und w Ecuador",Amazilia tzacatl_Rufous-tailed Hummingbird,Rufous-tailed Hummingbird,rtlhum,species,4981,RTAH,RTHU,AMTZ,Caprimulgiformes,trochi1,Hummingbirds,Trochilidae,NA,NA,NA
Pyrrhura melanura,NA,Maroon-tailed Parakeet,NA,Braunschwanzsittich,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(von Spix, 1824)",SA: w Amazonien,Pyrrhura melanura_Maroon-tailed Parakeet,Maroon-tailed Parakeet,matpar2,species,12487,NA,MTPA,PYME,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Campylorhamphus pusillus,NA,Brown-billed Scythebill,NA,Braunsensenschnabel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL, 1860)","MA, SA: Costa Rica bis n Peru",Campylorhamphus pusillus_Brown-billed Scythebill,Brown-billed Scythebill,brbscy1,species,14279,BBSC,NA,CAPU,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Oenanthe fusca,NA,Brown Rock Chat,NA,Braunsteinschmätzer,,NA,NA,NA,NA,NA,NA,,,NA,2,1,"(Blyth, 1851)","OR: Pakistan, n, z Indien",Oenanthe fusca_Brown Rock Chat,Brown Rock Chat,indcha1,species,28851,NA,"BRC,BRRO,BRCH",OEFU,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Pachysylvia hypoxantha,Hylophilus hypoxanthus,Dusky-capped Greenlet,NA,Braunstirnvireo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,SA: Amazonien,Pachysylvia hypoxantha_Dusky-capped Greenlet,Dusky-capped Greenlet,ducgre1,species,18415,NA,DCGR,PAHY,Passeriformes,vireon1,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,NA,NA,NA
Crypturellus soui,NA,Little Tinamou,NA,Brauntinamu,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Hermann, 1783)","MA, SA: s Mexiko bis e Brasilien",Crypturellus soui_Little Tinamou,Little Tinamou,littin1,species,56,LITI,NA,CRSO,Tinamiformes,tinami1,Tinamous,Tinamidae,NA,NA,NA
Myiarchus nuttingi,NA,Nutting's Flycatcher,NA,Braunwangen-Schopftyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Ridgway, 1882",MA: w Mexiko bis nw Costa Rica,Myiarchus nuttingi_Nutting's Flycatcher,Nutting's Flycatcher,nutfly,species,16659,NUFL,NA,MYNU,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Alophoixus bres,NA,Gray-cheeked Bulbul,NA,Braunwangenbülbül,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lesson, R, 1831)",NA,Alophoixus bres_Gray-cheeked Bulbul,Brown-cheeked Bulbul,gycbul3,species,23790,NA,BCBU,ALBR,Passeriformes,pycnon4,Bulbuls,Pycnonotidae,NA,NA,NA
Eupsittula pertinax,NA,Brown-throated Parakeet,NA,Braunwangensittich,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","MA, SA: Panama bis n SA",Eupsittula pertinax_Brown-throated Parakeet,Brown-throated Parakeet,brtpar1,species,12534,BTPA,NA,EUPE,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Pachysylvia muscicapina,Hylophilus muscicapinus,Buff-cheeked Greenlet,NA,Braunwangenvireo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,SA: Amazonien,Pachysylvia muscicapina_Buff-cheeked Greenlet,Buff-cheeked Greenlet,bucgre1,species,18422,NA,BCGR,PAMU,Passeriformes,vireon1,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,NA,NA,NA
Gymnopithys leucaspis,NA,White-cheeked Antbird,NA,Braunweiß-Ameisenvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL, 1855)","SA: z Kolumbien bis ne Peru, nw amazonisches Brasilie",Gymnopithys leucaspis_White-cheeked Antbird,White-cheeked Antbird,whcant1,species,13476,NA,WCAN,GYLE,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Lanius cristatus,NA,Brown Shrike,NA,Braunwürger,,2,3,NA,NA,NA,NA,,,NA,1,NA,"Linnaeus, 1758",PAL: e,Lanius cristatus_Brown Shrike,Brown Shrike,brnshr,species,20246,BROS,BRSH,LACR,Passeriformes,laniid1,Shrikes,Laniidae,NA,NA,NA
Hemitriccus iohannis,NA,Johannes's Tody-Tyrant,NA,Braunzügel-Todityrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Snethlage, E, 1907)",SA: w Amazonien,Hemitriccus iohannis_Johannes's Tody-Tyrant,Johannes's Tody-Tyrant,jottyr1,species,15692,NA,"JTTY,JOTT",HEIO,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Aix sponsa,NA,Wood Duck,NA,Brautente,Bre,1,0,0,0,0,NA,,,0,1,NA,"(Linnaeus, 1758)",NA: weit verbreitet,Aix sponsa_Wood Duck,Wood Duck,wooduc,species,406,WODU,CWDU,AISP,Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,NA,NA,NA
